asset1_return,asset2_return
0.0002388695047876592,0.024157814654657377
0.00536097920295895,-0.0174690635211557
-0.0097826572496049,-0.009917307119461519
-0.013756014060381612,0.0008955557075873582
-0.008112807209821552,-0.03252943553594364
-0.008843065876838394,-0.0032796649076970727
0.0024408587964299348,-0.002644910252881779
-0.0031335598136908406,0.0024112068384555384
0.001449164792651855,0.018059216350508254
-0.00772457255446038,0.0004044999695524515
-0.00039648159485450513,-0.019677255789591383
0.001496901194804785,-0.019432733348546682
-0.013599136675528721,-0.0006226712045641803
0.0027331999314689536,0.02849440614021703
0.00458573877701677,0.015445798640227949
-0.0068171888596678335,-0.01621720035103801
0.012208385580691563,-0.00894950178907026
-0.006399490206067635,0.008419314932912663
-0.004152577321970669,-0.0005551295417815472
0.01274819108575547,-0.003229159270340241
-0.004687210974530052,-0.00629198215245555
-0.008982109040560309,0.033603328503429064
0.014676454807831855,-0.0012161078566938267
-0.008451418425379904,0.007391271290807589
0.007652125249595469,0.012263393577929493
0.004965080096150566,-0.004528882664969666
0.0032933366036906075,0.0031166064778728976
-0.011462022186664181,0.004272186839198926
0.006548263757944859,-0.00895136837233117
-0.009895212924891318,0.007076684978374517
-0.003966183133377215,0.005131680772815706
-0.004773066789356538,0.00157902672608688
-0.007227286158704683,-0.002138976600258185
0.005154186815311379,-0.003590024140074307
0.014688931879884827,-0.01990574993027493
0.0023295562669078057,0.007974424366935297
0.014045203758788262,0.01479152924924292
0.009877181042560069,0.015781422159466662
-0.003105153481229459,0.003939688199975625
0.0015005375853436615,0.0015134803229616813
-0.004877662052075535,-0.001368272927466414
0.009411027882450367,0.009835135847654834
-0.01995813514211451,-0.01413769437656538
0.021277405737593433,-0.000579528571347471
-0.006113186417528028,0.008143569462295382
0.024269825011701326,0.00326673101727612
-0.007273031491544556,-0.008709398235117327
-0.010470731228779565,0.03581179109403104
0.0011351470334271907,0.008609229930978447
-0.013468929806688255,-0.003140934942588004
-0.0033800460228558906,-0.0110304578430754
-0.013205032787019429,0.020964878213580576
0.002042987173730679,0.0043761031426981425
-0.014975071437161227,0.0016214123698552489
-0.006513588011937042,-0.002333765781158058
-0.0007030757423762848,-0.024551736432341213
0.0075788519487283955,-0.0058447766433454024
-0.0011013724065209798,-0.0022382901728101347
0.005603927794381769,0.018056587478274332
-0.00023207880100465037,-0.009573417729208625
0.010677179181542805,-0.03625332684389109
-0.002475149094213572,-0.007086730349939722
-0.016443493668764107,-0.010540477557967673
0.00715658304700756,0.015916965434007505
-0.0018168340289902276,0.013293401458276611
-0.01996664710788178,0.0026089482888589904
-0.0023204003492372483,0.011213614096972609
-0.006484903190298066,0.01579367137313354
-0.015798953722317842,0.0005754543447666273
-0.0026999720211949925,0.019842603437511614
-0.011377602201732648,-0.035483742499348464
0.009181245262387464,0.0020464152018396186
0.005285035600932492,-0.003014802702582411
-0.0036053460816935627,-0.015414641883066446
-0.003924865388416588,0.002052980148660559
0.018261632219411003,-0.003814749160527593
0.0011682963722399564,-0.008027900193776857
-0.0020236474447984814,0.000827340922292261
-0.0035873791758250896,0.00332262872707036
-0.007465647148150134,0.01036904736902043
0.0011901272425578933,-0.024296442316869626
-0.002834588710239247,-0.005263333874175254
0.00749888406668609,-0.0004540346409778016
-0.003759272368305537,0.02084134839554803
-0.010454703796277531,-0.010530688444700911
0.0039705952427396005,0.014438579091106653
-0.006816765103035008,0.012531545512223862
-0.006911837907855575,0.011335082523462475
-0.0035027629358827046,0.01486308079550545
0.0031260649999745376,0.007844554642532841
0.009420939809645895,-0.023897821849774178
-0.0035396919024103476,-0.003843492365832905
-9.019370051142356e-05,-0.022623570969614325
0.0055310316365448755,0.015060274326385103
-0.001056360815855367,-0.000786668570961914
5.403889490235808e-05,-0.016321368703189034
0.012573146277126048,0.004507434941099476
0.0035790852679516588,-0.02160553122031134
-0.01501041166480279,0.0033609530245057254
0.006409050408631476,0.0017155023030545325
