source_row_index,actual_distressed,none,class_weight_balanced,smote_ratio_0.5,smote_ratio_1.0,none_sigmoid_calibrated
0,0,0.0,0.0,0.0,0.0,0.13330760662577196
1,0,0.27994404503025194,0.5378668835723566,0.38240593248329346,0.5189548692209345,0.176381739106554
2,0,0.3926314338488683,0.6765497180045712,0.4050374433995124,0.5898973126477371,0.2393059316183014
3,1,0.3001028284877169,0.47985453034226994,0.3664532019704433,0.5507628451448675,0.21237971673162045
4,0,0.0,0.0,0.024657534246575342,0.0,0.12791456470622461
5,0,0.08101738101738101,0.1965300615501197,0.13982993197278912,0.15835420543747464,0.12136206986727413
6,0,0.03225806451612903,0.14532374100719422,0.2323479798960288,0.12262773722627737,0.10407337453953736
7,0,0.09325593395252837,0.23543771107620853,0.16838444213444212,0.40554786594474856,0.14926712554759783
8,0,0.3005907928388747,0.4145926652520943,0.1325227027859012,0.14014598540145987,0.20176340141358642
9,0,0.04444444444444444,0.3689497028820764,0.10628803245436105,0.15299539170506912,0.14138319977265806
10,0,0.2523245614035088,0.39121739657458743,0.17380319148936169,0.23852707749766572,0.17363474223712264
11,0,0.19734980399096727,0.4775569667296148,0.24488374188896897,0.5505037782501865,0.15004571039772735
12,0,0.0,0.0,0.13975538730343623,0.13384615384615384,0.1215360202526252
13,0,0.0,0.0,0.08,0.08,0.11194282664079772
14,0,0.0,0.0,0.0,0.05346534653465347,0.13289036275843014
15,0,0.1816338028169014,0.0,0.008333333333333333,0.010958904109589041,0.12876646004808406
16,1,0.18377769289533993,0.46585268262864804,0.5371406760880445,0.6756256625442842,0.2000625212113353
17,0,0.0,0.0,0.0,0.0,0.12248461847058496
18,0,0.15065725603658536,0.4147117598510609,0.3091878402903811,0.3630548124368349,0.15530400926987703
19,0,0.3927272727272727,0.6223935462257972,0.46904761904761905,0.48225254107527266,0.23244841547938777
20,0,0.07966139544815913,0.4646833562056318,0.34804883034076706,0.40975794324520975,0.1322287957484037
21,0,0.14521785666018625,0.3797109198062264,0.20782894736842103,0.19777462658347514,0.15187501186418842
22,0,0.04878048780487805,0.0,0.08571428571428572,0.22264957264957266,0.14944040795356853
23,0,0.12768195013770237,0.3569089149434131,0.24860637446844341,0.2586249679130658,0.1390158317352161
24,0,0.4399705275567345,0.7796351388231373,0.5211676877287895,0.696983384490457,0.2267423935876066
25,0,0.12552606558449808,0.45510292268272323,0.37362455641446807,0.2204232804232804,0.14960517334672502
26,0,0.13060108680683902,0.3882151910927396,0.2048981808308444,0.3177747216659562,0.148715127909031
27,0,0.0,0.11412429378531075,0.03133153131977905,0.008695652173913044,0.11447102788843048
28,0,0.04,0.11412429378531075,0.0,0.21566433566433565,0.11318394616007461
29,0,0.16620403168619297,0.5386102898046013,0.44621952106271257,0.6555979252269157,0.15478825934556872
30,0,0.09714285714285714,0.40369731397397146,0.21646520146520146,0.4574141377728256,0.20761375886864694
31,0,0.1794101591311438,0.38740644881305936,0.20089738711314054,0.5079926682904163,0.1433874467906882
32,0,0.0,0.0,0.09259259259259259,0.39891883837794634,0.1284439973001186
33,1,0.8705882352941178,0.901704150769987,0.8271251684095722,0.8081050528640024,0.3401744543928168
34,0,0.2487660092627264,0.43679789674510616,0.22547733626451824,0.46511280043291164,0.14598512546795356
35,0,0.22057545376082124,0.5825751004785953,0.32426929392446635,0.46546060446612936,0.16900136439769137
36,0,0.20169276614088522,0.5617409933091997,0.5046285450145038,0.6599378409681719,0.17239559619370176
37,0,0.05,0.11412429378531075,0.04,0.08,0.12396457779756569
38,0,0.33249260901699923,0.6689256432598849,0.2918135821580094,0.4307765830346476,0.15099352465973218
39,0,0.20898791712258918,0.542046244801514,0.26841374269005847,0.24309523809523811,0.1546012702499602
40,0,0.11333333333333333,0.2522018750054153,0.0,0.0,0.134336173334829
41,1,0.17913287673000894,0.40446199646361025,0.21473544973544975,0.38509826133526104,0.1906169516840794
42,0,0.3618162728227225,0.5172137433831919,0.3109730698458423,0.3552020202020202,0.16689719243484313
43,0,0.2245165412363182,0.5102741501232175,0.5004138858929357,0.7061299177717598,0.16858748375848812
44,0,0.0,0.0,0.0,0.0,0.11492064749216332
45,1,0.21810910403242084,0.49440535931580226,0.25764367816091954,0.4966533121461226,0.16741075574929287
46,0,0.35673523343908736,0.7347836533463803,0.4455570199317056,0.6545371356136553,0.20079383120207148
47,0,0.0,0.0,0.0,0.0,0.1020941164097047
48,0,0.13714285714285715,0.3766627723462256,0.1288011088011088,0.18598198859198597,0.13144315719741778
49,0,0.3183930621646258,0.6854924679908514,0.3663137254901961,0.4578225883266012,0.16443072755483817
50,0,0.0,0.0,0.0,0.0025974025974025974,0.13311460674479836
51,0,0.0,0.0,0.21873015873015872,0.12294372294372295,0.15140083797066317
52,0,0.21440059707237258,0.6021531210381945,0.21302796434771382,0.34491449669646324,0.15434138766929628
53,0,0.12726996238823318,0.5835094212583527,0.1663732346085287,0.17363602805463269,0.13951136468285447
54,0,0.0,0.0,0.0,0.0,0.11182572146370447
55,0,0.10866113496188061,0.3591956798518115,0.08467775169769401,0.0921835928047108,0.12943539268483814
56,0,0.0,0.0,0.12,0.0,0.12735585940837424
57,0,0.05,0.27010884976986677,0.05886116257526632,0.24705882352941178,0.1274263342474458
58,0,0.18841121563419216,0.5190885851214875,0.2928997414063853,0.4016137566137566,0.13968206902444386
59,1,0.10921193501838662,0.32665295544412987,0.2194597839135654,0.307601658454193,0.1367506998401646
60,0,0.11465564738292011,0.23743566104298552,0.2421923620933522,0.400137084364615,0.12282194111801348
61,0,0.0,0.11412429378531075,0.0,0.013953488372093023,0.12669767514971425
62,0,0.04,0.0,0.0,0.0,0.11702901786137376
63,1,0.02882882882882883,0.09447529961999408,0.15670946026913654,0.25473680736575316,0.13599823184833304
64,0,0.0,0.0,0.0,0.0,0.10406183935787865
65,1,0.27318524756991963,0.6411739138909189,0.4106392278045522,0.45457240249572406,0.19336330911043864
66,0,0.09695433164459713,0.3231299921419294,0.2789934164934165,0.31083561102098084,0.1543097740243904
67,0,0.0,0.0,0.0,0.0025974025974025974,0.10981302706009681
68,0,0.09323560848984577,0.4017431236874036,0.16290314828166305,0.4877698369916792,0.1989413092854022
69,0,0.0,0.0,0.0,0.0,0.12060087619514592
70,0,0.0,0.11617980207463934,0.2,0.2,0.11825845687790607
71,0,0.0,0.0,0.0,0.10701754385964912,0.10832693142627561
72,0,0.0915194606371077,0.18390494869562973,0.05769230769230769,0.10668543279380718,0.10694969815035629
73,0,0.03272727272727273,0.10354207990932285,0.07465753424657534,0.06530612244897958,0.12359774567941824
74,1,0.41724137931034483,0.5149228819255615,0.25259615384615386,0.3039365783268222,0.1596818330402346
75,0,0.13333333333333333,0.0,0.0,0.0,0.15136929745437866
76,0,0.03189642907952767,0.1338856669428335,0.14464738711314054,0.23657660755044932,0.1078088565778947
77,0,0.0,0.0,0.018604651162790697,0.0,0.12729705120603624
78,0,0.13729325447635307,0.6078482859338104,0.4261794759439269,0.5013543600775002,0.1501861841987953
79,0,0.0,0.0,0.05665753424657534,0.0,0.13519481583264392
80,0,0.11465564738292011,0.11765387736177121,0.15610465116279068,0.3128205128205128,0.12694845544730404
81,0,0.13958333333333334,0.0,0.12765957446808512,0.15180722891566265,0.16010803424120967
82,0,0.0,0.11617980207463934,0.0,0.013953488372093023,0.1125786699631686
83,0,0.025,0.0,0.208012467913458,0.3988288292749996,0.12393937478966226
84,0,0.0,0.0,0.0,0.0,0.11657944008739948
85,0,0.0,0.11566951566951567,0.1225531914893617,0.04,0.11922180558427338
86,0,0.16960765710035144,0.6370045269785364,0.2947170125356754,0.4058103210657955,0.17552416248286706
87,0,0.0,0.0,0.0,0.0025974025974025974,0.1096777125264539
88,0,0.3358347764893064,0.6819594900956925,0.4208071634007869,0.5469618627545627,0.20973456052713346
89,0,0.0,0.0,0.0,0.0,0.11814464278464909
90,0,0.22348255527149213,0.6722966686794791,0.28135863242467835,0.2741570881226053,0.15136222805123525
91,1,0.16275262562027268,0.406644534414306,0.33217054263565887,0.3517532975631567,0.1713024697553849
92,0,0.05714285714285714,0.14532374100719422,0.04,0.03636363636363636,0.12767211456372873
93,0,0.13131006805153456,0.41304457901392305,0.17794633592933073,0.4159709857926674,0.13757955974253105
94,0,0.20362736621276323,0.6177656078563654,0.4294126088750949,0.5998210966287191,0.16367826290857485
95,0,0.0,0.0,0.0,0.0,0.1225372302224302
96,0,0.1311111111111111,0.36606768749547636,0.1549019607843137,0.17037037037037037,0.13415055057460568
97,0,0.19149681530472787,0.3361804423564604,0.43013569604086843,0.43411667836077444,0.14360355780150696
98,1,0.16911638361208742,0.39013670813402423,0.4257106982290756,0.5127485560631628,0.1301983700891339
99,0,0.3691041253658076,0.767286439869578,0.5547508886595574,0.48959297828647674,0.20611225990090293
100,0,0.007692307692307693,0.11617980207463934,0.03333333333333333,0.015384615384615385,0.10834212110888444
101,0,0.04555996338114129,0.27470609430314674,0.20954015975337933,0.3243839638622247,0.14280640288310933
102,0,0.18139748803865133,0.3922236818496737,0.19344484474180818,0.39110646354449247,0.13040977469343545
103,1,0.13410303524772837,0.4345421812576884,0.23775610354557722,0.3438545550869042,0.14112718899805415
104,0,0.005633802816901409,0.0,0.024657534246575342,0.0,0.12851522802608534
105,0,0.0,0.0,0.0,0.0,0.12332961005659655
106,0,0.3596889246446769,0.7406140787894484,0.3053549037169727,0.49803527118043245,0.24410696435033402
107,0,0.12529015466351873,0.27205266478356604,0.04002601040416166,0.029140722291407222,0.13589871559864475
108,0,0.16693306760281817,0.6347571155725691,0.4393701737166304,0.6724046459915313,0.14811380452679546
109,0,0.0,0.0,0.028346456692913385,0.0,0.14231145299555917
110,0,0.0,0.0,0.0,0.0,0.11609403184102134
111,0,0.1162689077112373,0.2938445140051827,0.42741228070175435,0.5307064386733569,0.15415505894168238
112,0,0.11465564738292011,0.23743566104298552,0.2821923620933522,0.400137084364615,0.12420765458594323
113,0,0.2917863423266521,0.6011500683550549,0.2842158968850698,0.43187943670618933,0.1792315420593788
114,0,0.0,0.0,0.0,0.0,0.16528873738150646
115,1,0.31300754672220243,0.358768146923543,0.5061976618528343,0.7031325273323172,0.2232820652744727
116,1,0.3454153569252384,0.7093968329875971,0.44626202990376085,0.7545219327220357,0.23461896097807058
117,0,0.368770925773602,0.643529666025129,0.4723742951307157,0.5366978661500007,0.16454712658575388
118,0,0.026262626262626265,0.1338856669428335,0.024481673266321453,0.029474872953133825,0.11917948550684243
119,0,0.17668008705956811,0.5613334044376789,0.341899445960473,0.49254376036757924,0.13029793149280136
120,0,0.12769682181748207,0.40617507783503815,0.27866793636835296,0.3845207176247024,0.13220696600385062
121,0,0.04789642907952767,0.1338856669428335,0.05205479452054794,0.3708665551994515,0.12719290831133603
122,0,0.005633802816901409,0.0,0.0,0.0,0.10696990126852512
123,0,0.007692307692307693,0.0,0.0,0.0,0.112472401623156
124,0,0.11348787817681827,0.3391468891105546,0.09851098712866442,0.2291407222914072,0.13978764859009038
125,0,0.08103855232100707,0.0,0.09504950495049505,0.19831530598315306,0.12445250934559435
126,0,0.14125049250699037,0.5213934752259848,0.15362342197152834,0.1795590636908002,0.1334300568996499
127,0,0.18143415724060885,0.6395214436570885,0.17180233904585457,0.2824675324675325,0.14459010273666978
128,0,0.2844999068888142,0.6744540378552839,0.3927287605607851,0.596426670030735,0.18181354020685164
129,0,0.0,0.0,0.0,0.08,0.1230346564838097
130,0,0.2370548187402298,0.6961073948962959,0.5851197025033605,0.6917857627210995,0.22264731180127426
131,0,0.4807257448433919,0.6255045590109523,0.5722222222222222,0.6905092103183662,0.24660046088775264
132,0,0.39801056028703263,0.7600767590781763,0.3720875723736052,0.535540410942694,0.2500737102103784
133,0,0.14944781686535508,0.35361604859529505,0.31698679016094744,0.5322536260263229,0.1745967872746958
134,1,0.7681673881673882,0.9169921478826357,0.912962962962963,0.8303513115710486,0.3060031887601289
135,0,0.0,0.0,0.0,0.0,0.14086892530280853
136,0,0.09729216948243496,0.24159376572822291,0.10633732427282205,0.057777777777777775,0.14984256596529863
137,0,0.0,0.0,0.0,0.19130434782608696,0.12370850173266643
138,0,0.49613041613041614,0.8216344989114852,0.5192063492063492,0.42545514630775705,0.31563331722061017
139,0,0.2689781411684066,0.5389427670050306,0.4804946048410616,0.5646654337500163,0.24053408093966766
140,1,0.18373982715146173,0.23490347598987932,0.09379310344827586,0.29190700564386685,0.14939039710353347
141,0,0.11898181367207916,0.40559734698193484,0.10760727367870224,0.1691921470386863,0.11779383095013234
142,0,0.4236044657097288,0.5467542614346631,0.35111111111111104,0.6269830056981028,0.2094239548744115
143,0,0.047692307692307694,0.0,0.09259259259259259,0.10404040404040404,0.11783902101796047
144,1,0.24056767571603593,0.34180100896202553,0.3138257080610022,0.4708831245983268,0.16144610140358423
145,1,0.6813223140495868,0.7022292103363862,0.7975132275132275,0.9496918032786885,0.22893073040854067
146,0,0.2397389373360695,0.6864080778402059,0.5358115958115958,0.695288962207584,0.23047799710174424
147,0,0.21030695517681464,0.34162653933351594,0.10698529411764705,0.24294406578547972,0.1537015153268205
148,0,0.04878048780487805,0.0,0.0686046511627907,0.08205128205128205,0.13049720535603299
149,0,0.0,0.11412429378531075,0.12,0.08,0.13518024318719588
150,0,0.15329973564088684,0.4763521037561193,0.1624244596279702,0.32128043518838223,0.13850305778618327
151,0,0.11142505737182073,0.23013102235087168,0.0,0.18540706605222734,0.11740175493333256
152,0,0.13121601824073598,0.5296825476758197,0.24266774602096905,0.2801012951650611,0.13680597166090772
153,0,0.0,0.0,0.05,0.09090909090909091,0.11800147145576623
154,1,0.21144392758629235,0.7393980492505032,0.5288182266502512,0.5902107286554735,0.21745578524416415
155,0,0.07333333333333333,0.11978178368121431,0.05,0.0,0.14395549661210788
156,0,0.15254081819316484,0.4638675688005831,0.11373458454679466,0.37744429341045516,0.13980950661065017
157,0,0.12909016790059993,0.3488316639073756,0.12369417851545535,0.10093761535622,0.13837733909364233
158,0,0.171692236562096,0.58435992492108,0.39406700195494393,0.45952272672377015,0.1538662993173671
159,0,0.3938859141857643,0.6994782849989682,0.3885525899767002,0.6445437603675793,0.2093618094750493
160,0,0.19889199637226898,0.33611244228563797,0.38590339638244614,0.33460149223780944,0.13394132948396945
161,0,0.0,0.0,0.0,0.0,0.1203114032558874
162,0,0.1014181863739386,0.5308221318851543,0.3178682755153343,0.2745723689543914,0.18786865219672483
163,0,0.15784599124935259,0.4741438677235622,0.17368105515587529,0.05233821445441662,0.12298705943082973
164,0,0.016,0.11412429378531075,0.07966486465311239,0.019654556283502083,0.12185370558202013
165,0,0.0,0.0,0.17299290780141846,0.15440463151306524,0.12497126890962873
166,0,0.17048308623529862,0.46337600123261913,0.3400893997445721,0.6161272711327961,0.1470388430780683
167,0,0.3393295019157089,0.439836281409149,0.3529764097983388,0.16125654450261778,0.22249929988415965
168,0,0.22818795856743956,0.6183576817783865,0.3963148888570277,0.6490336043884432,0.2250602042047082
169,0,0.09832080743845449,0.35983260177364385,0.1595964566929134,0.17475056689342403,0.1404877596643373
170,0,0.14000216256784517,0.5209875904735563,0.12101935918724445,0.18302300109529024,0.129700815410557
171,0,0.1623479550752278,0.3698557523671865,0.2847849546859448,0.20088860679149478,0.12085549588637626
172,1,0.10259033727343587,0.3134076180458713,0.22546438057719284,0.42672748568225655,0.13617345226359048
173,0,0.05218855218855219,0.07501326259946965,0.18758855266244429,0.1499927039252882,0.12164961918574954
174,1,0.18594768063794614,0.5820143259111077,0.10153846153846154,0.0,0.24660308369632128
175,0,0.0,0.0,0.0,0.0,0.11252884110937485
176,1,0.295746204278813,0.4707341977088889,0.5661399666249479,0.7317533568617905,0.1676432728396467
177,0,0.15065725603658536,0.3676260706038297,0.29879310344827587,0.6397735682873273,0.18439274749859225
178,0,0.1837926775543598,0.5002792566042522,0.4826739447067977,0.6205198162942327,0.16248691598237644
179,1,0.10341834922480084,0.44654192286450856,0.09302394034536891,0.1463793103448276,0.1167083880338025
180,0,0.40326007326007324,0.7153063748497329,0.4934877856579984,0.6677361366742458,0.17884673865702366
181,0,0.0929833579199705,0.5994454100146016,0.13414473684210526,0.2703240740740741,0.13760920748990813
182,0,0.3888555913113435,0.7510048617026202,0.4633684105208021,0.7487496629817095,0.26215283880623846
183,0,0.07333333333333333,0.0,0.1375,0.16666666666666669,0.10859201068467975
184,0,0.0,0.0,0.0,0.0,0.10695235662902895
185,1,0.2,0.0,0.2,0.2,0.16212834324519018
186,1,0.29906377221477376,0.6336641285340986,0.46853921118424413,0.41333999333999333,0.19166156558787525
